source_id,unit_id,title,source_url,source_file,source_sha256,source_locator,normativity,scope_qualifier,target_chapters,control_ids,control_mapping_basis,expected_evidence,review_status,reviewed_on,mapping_caveat
NIST-AI-RMF,GOVERN-1.1,GOVERN 1.1: Legal and regulatory requirements involving AI,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1022-L1023,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-VAL-001"", ""AGF-DAT-001""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Baseline"", ""Business case"", ""Classification record"", ""Compensating-control evidence"", ""Data contract"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""Metric definitions"", ""Owner approval"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.2,GOVERN 1.2: The characteristics of trustworthy AI are inte-,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1024-L1026,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""01-mandate-scope-and-principles"", ""02-governance-and-accountability""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-VAL-001"", ""AGF-DAT-001""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Baseline"", ""Business case"", ""Classification record"", ""Compensating-control evidence"", ""Data contract"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""Metric definitions"", ""Owner approval"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.3,"GOVERN 1.3: Processes, procedures, and practices are in place",https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1027-L1029,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance""]","[""AGF-RSK-001"", ""AGF-RSK-002"", ""AGF-ORG-001"", ""AGF-ORG-003""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Assessment package"", ""Compensating-control evidence"", ""Control evidence"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""Red-flag record"", ""Residual-risk decision"", ""Risk assessment"", ""Scope e risk appetite aprovados"", ""Tier rationale"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.4,GOVERN 1.4: The risk management process and its outcomes are,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1030-L1043,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance""]","[""AGF-RAI-001"", ""AGF-RAI-002"", ""AGF-RAI-003"", ""AGF-RSK-001""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Affected-party map"", ""Approval logs"", ""Boundary matrix"", ""Contest records"", ""Impact assessment"", ""Monitoring report"", ""Red-flag record"", ""Residual-impact decision"", ""Risk assessment"", ""Slice evaluation"", ""Tier rationale"", ""User notice""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.5,GOVERN 1.5: Ongoing monitoring and periodic review of the,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1044-L1047,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance"", ""09-operations-incidents-and-continuity"", ""10-metrics-review-and-improvement""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-ORG-002""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Compensating-control evidence"", ""Decision log"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""RACI"", ""Reviewer identity"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.6,GOVERN 1.6: Mechanisms are in place to inventory AI systems,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1048-L1049,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""03-inventory-portfolio-and-value"", ""04-risk-impact-and-compliance""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-ORG-002""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Compensating-control evidence"", ""Decision log"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""RACI"", ""Reviewer identity"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-1.7,GOVERN 1.7: Processes and procedures are in place for decom-,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1050-L1064,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""01-mandate-scope-and-principles"", ""02-governance-and-accountability"", ""04-risk-impact-and-compliance"", ""05-agent-lifecycle""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-ORG-002""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Compensating-control evidence"", ""Decision log"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""RACI"", ""Reviewer identity"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-2.1,GOVERN 2.1: Roles and responsibilities and lines of communi-,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1065-L1068,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance"", ""08-implementation-and-adoption""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-ORG-002""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Compensating-control evidence"", ""Decision log"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""RACI"", ""Reviewer identity"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-2.2,GOVERN 2.2: The organization’s personnel and partners receive,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1069-L1072,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance""]","[""AGF-RSK-001"", ""AGF-RSK-002"", ""AGF-ADP-002"", ""AGF-ORG-001""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Assessment package"", ""Competence record"", ""Control evidence"", ""Decisão de containment exercida"", ""Feedback backlog"", ""Governance charter"", ""Learning assets"", ""Red-flag record"", ""Residual-risk decision"", ""Risk assessment"", ""Scope e risk appetite aprovados"", ""Tier rationale""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
NIST-AI-RMF,GOVERN-2.3,GOVERN 2.3: Executive leadership of the organization takes re-,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,nist-ai-rmf-1.0.txt,999a94f50a6832f2296e80ed11cac4d7b1e60f0ab31e58af8c15f0c0c6435358,nist-ai-rmf-1.0.txt#L1073-L1086,voluntary-risk-management-framework-subcategory,"Voluntary, rights-preserving, non-sector-specific framework; tailor to organizational context.","[""02-governance-and-accountability"", ""04-risk-impact-and-compliance"", ""05-agent-lifecycle"", ""06-architecture-and-technical-controls""]","[""AGF-ORG-001"", ""AGF-ORG-003"", ""AGF-ORG-002""]",reviewed-semantic-route-by-source-scope-and-control-contract,"[""Compensating-control evidence"", ""Decision log"", ""Decisão de containment exercida"", ""Expiry decision"", ""Governance charter"", ""RACI"", ""Reviewer identity"", ""Scope e risk appetite aprovados"", ""Waiver record""]",reviewed-directional-mapping,2026-08-12,"Directional mapping for governance design; not equivalence, certification, conformity, legal advice or proof that a control satisfies the source requirement."
